"NIRCam Instrument Transmission -- exclusive of filters, DBS, and detectors",,,,,,,,,,
Wavelength,Collimator,SW_Triplet,SW_Mirrors,LW_triplet,LW_Mirrors,SW_Particulates,LW_Particulates,,NVR_Wavelength,NVR_Transmission
2.960,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.961,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.962,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.963,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.964,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.965,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.966,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.967,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.968,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.969,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.970,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.971,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.972,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.973,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.974,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.975,0.836,0.835,0.951,0.888,0.963,---,0.984,,,
2.976,0.837,0.835,0.951,0.889,0.963,---,0.984,,,
2.977,0.837,0.835,0.951,0.889,0.963,---,0.984,,,
2.978,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.979,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.980,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.981,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.982,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.983,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.984,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.985,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.986,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.987,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.988,0.837,0.836,0.951,0.889,0.963,---,0.984,,,
2.989,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.990,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.991,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.992,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.993,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.994,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.995,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.996,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.997,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.998,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
2.999,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
3.000,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
3.001,0.837,0.836,0.952,0.889,0.964,---,0.984,,,
3.002,0.837,0.836,0.953,0.889,0.965,---,0.984,,,
3.003,0.837,0.836,0.953,0.889,0.965,---,0.984,,,
3.004,0.837,0.836,0.953,0.889,0.965,---,0.984,,,
3.005,0.837,0.836,0.953,0.889,0.965,---,0.984,,,
3.006,0.837,0.836,0.953,0.889,0.965,---,0.984,,,
3.007,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.008,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.009,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.010,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.011,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.012,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.013,0.838,0.837,0.953,0.889,0.965,---,0.984,,,
3.014,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.015,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.016,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.017,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.018,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.019,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.020,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.021,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.022,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.023,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.024,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.025,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.026,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.027,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.028,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.029,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.030,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.031,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.032,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.033,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.034,0.838,0.837,0.954,0.889,0.965,---,0.984,,,
3.035,0.838,0.838,0.954,0.889,0.965,---,0.984,,,
3.036,0.838,0.838,0.954,0.889,0.965,---,0.984,,,
3.037,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.038,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.039,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.040,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.041,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.042,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.043,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.044,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.045,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.046,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.047,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.048,0.839,0.838,0.954,0.889,0.965,---,0.984,,,
3.049,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.050,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.051,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.052,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.053,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.054,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.055,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.056,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.057,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.058,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.059,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.060,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.061,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.062,0.839,0.838,0.955,0.889,0.966,---,0.984,,,
3.063,0.839,0.839,0.955,0.889,0.966,---,0.984,,,
3.064,0.839,0.839,0.955,0.889,0.966,---,0.984,,,
3.065,0.839,0.839,0.955,0.889,0.966,---,0.984,,,
3.066,0.840,0.839,0.955,0.889,0.966,---,0.984,,,
3.067,0.840,0.839,0.955,0.889,0.966,---,0.984,,,
3.068,0.840,0.839,0.955,0.889,0.966,---,0.984,,,
3.069,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.070,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.071,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.072,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.073,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.074,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.075,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.076,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.077,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.078,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.079,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.080,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.081,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.082,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.083,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.084,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.085,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.086,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.087,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.088,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.089,0.840,0.839,0.955,0.890,0.966,---,0.984,,,
3.090,0.840,0.840,0.955,0.890,0.966,---,0.984,,,
3.091,0.840,0.840,0.955,0.890,0.966,---,0.984,,,
3.092,0.840,0.840,0.955,0.890,0.966,---,0.984,,,
3.093,0.840,0.840,0.955,0.890,0.966,---,0.984,,,
3.094,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.095,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.096,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.097,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.098,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.099,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.100,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.101,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.102,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.103,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.104,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.105,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.106,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.107,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.108,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.109,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.110,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.111,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.112,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.113,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.114,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.115,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.116,0.841,0.840,0.955,0.890,0.966,---,0.984,,,
3.117,0.841,0.841,0.955,0.890,0.966,---,0.984,,,
3.118,0.841,0.841,0.955,0.890,0.966,---,0.984,,,
3.119,0.841,0.841,0.955,0.890,0.966,---,0.984,,,
3.120,0.841,0.841,0.955,0.890,0.966,---,0.984,,,
3.121,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.122,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.123,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.124,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.125,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.126,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.127,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.128,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.129,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.130,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.131,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.132,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.133,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.134,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.135,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.136,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.137,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.138,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.139,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.140,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.141,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.142,0.842,0.841,0.955,0.890,0.966,---,0.984,,,
3.143,0.842,0.842,0.955,0.890,0.966,---,0.984,,,
3.144,0.842,0.842,0.955,0.890,0.966,---,0.984,,,
3.145,0.842,0.842,0.955,0.890,0.966,---,0.984,,,
3.146,0.842,0.842,0.955,0.890,0.966,---,0.984,,,
3.147,0.842,0.842,0.955,0.890,0.966,---,0.984,,,
3.148,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.149,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.150,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.151,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.152,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.153,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.154,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.155,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.156,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.157,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.158,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.159,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.160,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.161,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.162,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.163,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.164,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.165,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.166,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.167,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.168,0.843,0.842,0.955,0.890,0.966,---,0.984,,,
3.169,0.843,0.843,0.955,0.890,0.966,---,0.984,,,
3.170,0.843,0.843,0.955,0.890,0.966,---,0.984,,,
3.171,0.843,0.843,0.955,0.890,0.966,---,0.984,,,
3.172,0.843,0.843,0.955,0.890,0.966,---,0.984,,,
3.173,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.174,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.175,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.176,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.177,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.178,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.179,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.180,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.181,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.182,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.183,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.184,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.185,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.186,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.187,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.188,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.189,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.190,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.191,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.192,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.193,0.844,0.843,0.955,0.890,0.966,---,0.984,,,
3.194,0.844,0.844,0.955,0.890,0.966,---,0.984,,,
3.195,0.844,0.844,0.955,0.890,0.966,---,0.984,,,
3.196,0.844,0.844,0.955,0.890,0.966,---,0.984,,,
3.197,0.844,0.844,0.955,0.890,0.966,---,0.984,,,
3.198,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.199,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.200,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.201,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.202,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.203,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.204,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.205,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.206,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.207,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.208,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.209,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.210,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.211,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.212,0.845,0.844,0.955,0.890,0.966,---,0.984,,,
3.213,0.845,0.844,0.955,0.889,0.966,---,0.984,,,
3.214,0.845,0.844,0.955,0.889,0.966,---,0.984,,,
3.215,0.845,0.844,0.955,0.889,0.966,---,0.984,,,
3.216,0.845,0.844,0.955,0.889,0.966,---,0.984,,,
3.217,0.845,0.844,0.955,0.889,0.966,---,0.984,,,
3.218,0.845,0.845,0.955,0.889,0.966,---,0.984,,,
3.219,0.845,0.845,0.955,0.889,0.966,---,0.984,,,
3.220,0.845,0.845,0.955,0.889,0.966,---,0.984,,,
3.221,0.845,0.845,0.955,0.889,0.966,---,0.984,,,
3.222,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.223,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.224,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.225,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.226,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.227,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.228,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.229,0.846,0.845,0.955,0.889,0.966,---,0.984,,,
3.230,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.231,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.232,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.233,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.234,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.235,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.236,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.237,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.238,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.239,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.240,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.241,0.846,0.845,0.956,0.889,0.966,---,0.984,,,
3.242,0.846,0.846,0.956,0.889,0.966,---,0.984,,,
3.243,0.846,0.846,0.956,0.889,0.966,---,0.984,,,
3.244,0.846,0.846,0.956,0.889,0.966,---,0.984,,,
3.245,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.246,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.247,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.248,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.249,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.250,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.251,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.252,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.253,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.254,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.255,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.256,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.257,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.258,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.259,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.260,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.261,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.262,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.263,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.264,0.847,0.846,0.956,0.889,0.966,---,0.984,,,
3.265,0.847,0.847,0.956,0.889,0.966,---,0.984,,,
3.266,0.847,0.847,0.956,0.889,0.966,---,0.984,,,
3.267,0.847,0.847,0.956,0.889,0.966,---,0.984,,,
3.268,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.269,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.270,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.271,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.272,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.273,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.274,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.275,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.276,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.277,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.278,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.279,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.280,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.281,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.282,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.283,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.284,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.285,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.286,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.287,0.848,0.847,0.956,0.889,0.966,---,0.984,,,
3.288,0.848,0.848,0.956,0.889,0.966,---,0.984,,,
3.289,0.848,0.848,0.956,0.889,0.966,---,0.984,,,
3.290,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.291,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.292,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.293,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.294,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.295,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.296,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.297,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.298,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.299,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.300,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.301,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.302,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.303,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.304,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.305,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.306,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.307,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.308,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.309,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.310,0.849,0.848,0.956,0.889,0.966,---,0.984,,,
3.311,0.849,0.849,0.956,0.889,0.966,---,0.984,,,
3.312,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.313,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.314,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.315,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.316,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.317,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.318,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.319,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.320,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.321,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.322,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.323,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.324,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.325,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.326,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.327,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.328,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.329,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.330,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.331,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.332,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.333,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.334,0.850,0.849,0.956,0.889,0.966,---,0.984,,,
3.335,0.851,0.849,0.956,0.889,0.966,---,0.984,,,
3.336,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.337,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.338,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.339,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.340,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.341,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.342,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.343,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.344,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.345,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.346,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.347,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.348,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.349,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.350,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.351,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.352,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.353,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.354,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.355,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.356,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.357,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.358,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.359,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.360,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.361,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.362,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.363,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.364,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.365,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.366,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.367,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.368,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.369,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.370,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.371,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.372,0.851,0.850,0.956,0.889,0.966,---,0.984,,,
3.373,0.851,0.850,0.956,0.890,0.966,---,0.984,,,
3.374,0.852,0.850,0.956,0.890,0.966,---,0.984,,,
3.375,0.852,0.850,0.956,0.890,0.966,---,0.984,,,
3.376,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.377,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.378,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
3.379,0.852,0.851,0.956,0.890,0.966,---,0.984,,,
